file	line	rule	target	resolved	status
.agent-skills/amrouter/references/agent-patterns.md	572	7a	../SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/amrouter/SKILL.md	ok
.agent-skills/amrouter/references/agent-patterns.md	572	7a	./api-reference.md	/Users/supercent/orca/jeo-skills/.agent-skills/amrouter/references/api-reference.md	ok
.agent-skills/amrouter/references/api-reference.md	658	7a	../SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/amrouter/SKILL.md	ok
.agent-skills/amrouter/references/api-reference.md	658	7a	../README.md	/Users/supercent/orca/jeo-skills/.agent-skills/amrouter/README.md	ok
.agent-skills/amrouter/references/installation.md	500	7a	../SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/amrouter/SKILL.md	ok
.agent-skills/amrouter/references/installation.md	500	7a	../references/api-reference.md	/Users/supercent/orca/jeo-skills/.agent-skills/amrouter/references/api-reference.md	ok
.agent-skills/api-design/SKILL.md	36	7a	../api-design--references/contract-review-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-design--references/contract-review-checklist.md	broken
.agent-skills/api-design/SKILL.md	36	7a	../api-design--references/boundary-guide.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-design--references/boundary-guide.md	broken
.agent-skills/api-documentation/SKILL.md	41	7a	../api-documentation--references/documentation-modes-and-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-documentation--references/documentation-modes-and-boundaries.md	broken
.agent-skills/api-documentation/SKILL.md	42	7a	../api-documentation--references/output-packets-and-navigation.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-documentation--references/output-packets-and-navigation.md	broken
.agent-skills/api-documentation/SKILL.md	43	7a	../api-documentation--references/example-and-reference-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-documentation--references/example-and-reference-checklist.md	broken
.agent-skills/api-documentation/SKILL.md	44	7a	../api-documentation--references/publishing-and-drift-control.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-documentation--references/publishing-and-drift-control.md	broken
.agent-skills/api-documentation/SKILL.md	130	7a	../api-documentation--references/output-packets-and-navigation.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-documentation--references/output-packets-and-navigation.md	broken
.agent-skills/api-documentation/SKILL.md	151	7a	../api-documentation--references/publishing-and-drift-control.md	/Users/supercent/orca/jeo-skills/.agent-skills/api-documentation--references/publishing-and-drift-control.md	broken
.agent-skills/article-prompts-to-skills/SKILL.md	121	7a	references/example-packages.md	/Users/supercent/orca/jeo-skills/.agent-skills/article-prompts-to-skills/references/example-packages.md	excluded:deferred
.agent-skills/article-prompts-to-skills/SKILL.md	177	7a	references/example-packages.md	/Users/supercent/orca/jeo-skills/.agent-skills/article-prompts-to-skills/references/example-packages.md	excluded:deferred
.agent-skills/article-prompts-to-skills/SKILL.md	178	7a	agents/openai.yaml	/Users/supercent/orca/jeo-skills/.agent-skills/article-prompts-to-skills/agents/openai.yaml	excluded:deferred
.agent-skills/astryx/README.md	8	7a	./SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/SKILL.md	ok
.agent-skills/astryx/README.md	16	7a	references/typescript.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/references/typescript.md	ok
.agent-skills/astryx/README.md	17	7a	references/stylex.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/references/stylex.md	ok
.agent-skills/astryx/README.md	18	7a	references/swizzling.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/references/swizzling.md	ok
.agent-skills/astryx/README.md	22	7a	scripts/setup.sh	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/scripts/setup.sh	ok
.agent-skills/astryx/README.md	23	7a	scripts/scaffold-component.sh	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/scripts/scaffold-component.sh	ok
.agent-skills/astryx/README.md	36	7a	../../setup-all-skills-prompt.md	/Users/supercent/orca/jeo-skills/setup-all-skills-prompt.md	ok
.agent-skills/astryx/SKILL.md	550	7a	references/typescript.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/references/typescript.md	ok
.agent-skills/astryx/SKILL.md	551	7a	references/stylex.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/references/stylex.md	ok
.agent-skills/astryx/SKILL.md	552	7a	references/swizzling.md	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/references/swizzling.md	ok
.agent-skills/astryx/SKILL.md	553	7a	scripts/setup.sh	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/scripts/setup.sh	ok
.agent-skills/astryx/SKILL.md	554	7a	scripts/scaffold-component.sh	/Users/supercent/orca/jeo-skills/.agent-skills/astryx/scripts/scaffold-component.sh	ok
.agent-skills/audit-reference-originality/SKILL.md	82	7a	references/audit-rubric.md	/Users/supercent/orca/jeo-skills/.agent-skills/audit-reference-originality/references/audit-rubric.md	excluded:deferred
.agent-skills/audit-reference-originality/SKILL.md	157	7a	references/audit-rubric.md	/Users/supercent/orca/jeo-skills/.agent-skills/audit-reference-originality/references/audit-rubric.md	excluded:deferred
.agent-skills/audit-reference-originality/SKILL.md	158	7a	scripts/build_evidence_inventory.py	/Users/supercent/orca/jeo-skills/.agent-skills/audit-reference-originality/scripts/build_evidence_inventory.py	excluded:deferred
.agent-skills/audit-reference-originality/SKILL.md	159	7a	agents/openai.yaml	/Users/supercent/orca/jeo-skills/.agent-skills/audit-reference-originality/agents/openai.yaml	excluded:deferred
.agent-skills/audit-verify-explain-grade-5/SKILL.md	131	7a	agents/openai.yaml	/Users/supercent/orca/jeo-skills/.agent-skills/audit-verify-explain-grade-5/agents/openai.yaml	excluded:deferred
.agent-skills/authentication-setup/SKILL.md	42	7a	../authentication-setup--references/auth-decision-matrix.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/auth-decision-matrix.md	broken
.agent-skills/authentication-setup/SKILL.md	43	7a	../authentication-setup--references/boundary-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/boundary-checklist.md	broken
.agent-skills/authentication-setup/SKILL.md	44	7a	../authentication-setup--references/session-and-deployment-notes.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/session-and-deployment-notes.md	broken
.agent-skills/authentication-setup/SKILL.md	45	7a	../authentication-setup--references/enterprise-and-migration-notes.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/enterprise-and-migration-notes.md	broken
.agent-skills/authentication-setup/SKILL.md	88	7a	../authentication-setup--references/auth-decision-matrix.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/auth-decision-matrix.md	broken
.agent-skills/authentication-setup/SKILL.md	101	7a	../authentication-setup--references/enterprise-and-migration-notes.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/enterprise-and-migration-notes.md	broken
.agent-skills/authentication-setup/SKILL.md	111	7a	../authentication-setup--references/boundary-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/boundary-checklist.md	broken
.agent-skills/authentication-setup/SKILL.md	114	7a	../authentication-setup--references/session-and-deployment-notes.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/session-and-deployment-notes.md	broken
.agent-skills/authentication-setup/SKILL.md	146	7a	../authentication-setup--references/enterprise-and-migration-notes.md	/Users/supercent/orca/jeo-skills/.agent-skills/authentication-setup--references/enterprise-and-migration-notes.md	broken
.agent-skills/ax/README.md	147	7a	./SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/SKILL.md	ok
.agent-skills/ax/README.md	148	7a	./references/installation.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/installation.md	ok
.agent-skills/ax/README.md	149	7a	./references/cli-flags.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/cli-flags.md	ok
.agent-skills/ax/README.md	150	7a	./references/agent-patterns.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/agent-patterns.md	ok
.agent-skills/ax/README.md	265	7a	./references/installation.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/installation.md	ok
.agent-skills/ax/README.md	271	7a	./SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/SKILL.md	ok
.agent-skills/ax/references/agent-patterns.md	573	7a	./cli-flags.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/cli-flags.md	ok
.agent-skills/ax/references/cli-flags.md	511	7a	./agent-patterns.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/agent-patterns.md	ok
.agent-skills/ax/references/installation.md	282	7a	./cli-flags.md	/Users/supercent/orca/jeo-skills/.agent-skills/ax/references/cli-flags.md	ok
.agent-skills/bmad/SKILL.md	33	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/intake-packets-and-route-outs.md	ok
.agent-skills/bmad/SKILL.md	33	7a	references/core-routing.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/core-routing.md	ok
.agent-skills/bmad/SKILL.md	33	7a	references/status-and-review.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/status-and-review.md	ok
.agent-skills/bmad/SKILL.md	33	7a	references/runtime-and-module-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/runtime-and-module-boundaries.md	ok
.agent-skills/bmad/SKILL.md	183	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/intake-packets-and-route-outs.md	ok
.agent-skills/bmad/SKILL.md	184	7a	references/core-routing.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/core-routing.md	ok
.agent-skills/bmad/SKILL.md	185	7a	references/status-and-review.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/status-and-review.md	ok
.agent-skills/bmad/SKILL.md	186	7a	references/runtime-and-module-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/runtime-and-module-boundaries.md	ok
.agent-skills/bmad/SKILL.md	239	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/intake-packets-and-route-outs.md	ok
.agent-skills/bmad/SKILL.md	240	7a	references/core-routing.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/core-routing.md	ok
.agent-skills/bmad/SKILL.md	241	7a	references/status-and-review.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/status-and-review.md	ok
.agent-skills/bmad/SKILL.md	242	7a	references/runtime-and-module-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/references/runtime-and-module-boundaries.md	ok
.agent-skills/bmad/SKILL.md	247	7b	../bmad-idea/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/SKILL.md	ok
.agent-skills/bmad/SKILL.md	248	7b	../plannotator/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/plannotator/SKILL.md	ok
.agent-skills/bmad/SKILL.md	249	7b	../task-planning/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/task-planning/SKILL.md	ok
.agent-skills/bmad/SKILL.md	250	7b	../bmad-gds/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/SKILL.md	ok
.agent-skills/bmad-gds/SKILL.md	31	7a	references/operating-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/references/operating-modes.md	ok
.agent-skills/bmad-gds/SKILL.md	31	7a	references/scope-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/references/scope-boundaries.md	ok
.agent-skills/bmad-gds/SKILL.md	218	7a	references/operating-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/references/operating-modes.md	ok
.agent-skills/bmad-gds/SKILL.md	219	7a	references/scope-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/references/scope-boundaries.md	ok
.agent-skills/bmad-gds/SKILL.md	220	7b	../bmad-idea/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/SKILL.md	ok
.agent-skills/bmad-gds/SKILL.md	221	7b	../task-planning/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/task-planning/SKILL.md	ok
.agent-skills/bmad-gds/SKILL.md	222	7b	../game-demo-feedback-triage/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/game-demo-feedback-triage/SKILL.md	ok
.agent-skills/bmad-gds/SKILL.md	223	7b	../game-build-log-triage/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/game-build-log-triage/SKILL.md	ok
.agent-skills/bmad-gds/SKILL.md	224	7b	../game-performance-profiler/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/game-performance-profiler/SKILL.md	ok
.agent-skills/bmad-gds/SKILL.md	225	7b	../steam-store-launch-ops/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/steam-store-launch-ops/SKILL.md	ok
.agent-skills/bmad-idea/REFERENCE.md	32	7b	../bmad/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/SKILL.md	ok
.agent-skills/bmad-idea/REFERENCE.md	33	7b	../task-planning/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/task-planning/SKILL.md	ok
.agent-skills/bmad-idea/REFERENCE.md	34	7b	../marketing-automation/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/marketing-automation/SKILL.md	ok
.agent-skills/bmad-idea/REFERENCE.md	35	7b	../bmad-gds/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/SKILL.md	ok
.agent-skills/bmad-idea/REFERENCE.md	38	7a	references/operating-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/operating-modes.md	ok
.agent-skills/bmad-idea/REFERENCE.md	39	7a	references/handoff-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/handoff-boundaries.md	ok
.agent-skills/bmad-idea/REFERENCE.md	40	7a	references/concept-packet-template.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/concept-packet-template.md	ok
.agent-skills/bmad-idea/SKILL.md	33	7a	references/operating-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/operating-modes.md	ok
.agent-skills/bmad-idea/SKILL.md	33	7a	references/handoff-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/handoff-boundaries.md	ok
.agent-skills/bmad-idea/SKILL.md	33	7a	references/concept-packet-template.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/concept-packet-template.md	ok
.agent-skills/bmad-idea/SKILL.md	245	7a	references/operating-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/operating-modes.md	ok
.agent-skills/bmad-idea/SKILL.md	246	7a	references/handoff-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/handoff-boundaries.md	ok
.agent-skills/bmad-idea/SKILL.md	247	7a	references/concept-packet-template.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-idea/references/concept-packet-template.md	ok
.agent-skills/bmad-idea/SKILL.md	248	7b	../bmad/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad/SKILL.md	ok
.agent-skills/bmad-idea/SKILL.md	249	7b	../task-planning/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/task-planning/SKILL.md	ok
.agent-skills/bmad-idea/SKILL.md	250	7b	../marketing-automation/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/marketing-automation/SKILL.md	ok
.agent-skills/bmad-idea/SKILL.md	251	7b	../bmad-gds/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/bmad-gds/SKILL.md	ok
.agent-skills/browser-harness/SKILL.md	249	7a	../scrapling/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/scrapling/SKILL.md	ok
.agent-skills/browser-harness/SKILL.md	250	7a	../playwriter/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/playwriter/SKILL.md	ok
.agent-skills/browser-harness/SKILL.md	251	7a	../agentation/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/agentation/SKILL.md	ok
.agent-skills/browser-video-recording/SKILL.md	158	7a	scripts/render_browser_demo.py	/Users/supercent/orca/jeo-skills/.agent-skills/browser-video-recording/scripts/render_browser_demo.py	excluded:deferred
.agent-skills/build-daily-inspiration-sites/SKILL.md	80	7a	references/thread-brief-contract.md	/Users/supercent/orca/jeo-skills/.agent-skills/build-daily-inspiration-sites/references/thread-brief-contract.md	excluded:deferred
.agent-skills/build-daily-inspiration-sites/SKILL.md	86	7a	ABSOLUTE_FULL_PAGE_IMAGE_PATH	/Users/supercent/orca/jeo-skills/.agent-skills/build-daily-inspiration-sites/ABSOLUTE_FULL_PAGE_IMAGE_PATH	excluded:deferred
.agent-skills/build-daily-inspiration-sites/SKILL.md	155	7a	references/thread-brief-contract.md	/Users/supercent/orca/jeo-skills/.agent-skills/build-daily-inspiration-sites/references/thread-brief-contract.md	excluded:deferred
.agent-skills/build-daily-inspiration-sites/SKILL.md	156	7a	scripts/validate_capture.mjs	/Users/supercent/orca/jeo-skills/.agent-skills/build-daily-inspiration-sites/scripts/validate_capture.mjs	excluded:deferred
.agent-skills/build-daily-inspiration-sites/SKILL.md	157	7a	agents/openai.yaml	/Users/supercent/orca/jeo-skills/.agent-skills/build-daily-inspiration-sites/agents/openai.yaml	excluded:deferred
.agent-skills/build-daily-inspiration-sites/references/thread-brief-contract.md	28	7a	ABSOLUTE_FULL_PAGE_IMAGE_PATH	/Users/supercent/orca/jeo-skills/.agent-skills/build-daily-inspiration-sites/references/ABSOLUTE_FULL_PAGE_IMAGE_PATH	excluded:deferred
.agent-skills/changelog-maintenance/SKILL.md	32	7a	references/modes-and-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/changelog-maintenance/references/modes-and-boundaries.md	ok
.agent-skills/changelog-maintenance/SKILL.md	33	7a	references/output-packets-and-channel-handoffs.md	/Users/supercent/orca/jeo-skills/.agent-skills/changelog-maintenance/references/output-packets-and-channel-handoffs.md	ok
.agent-skills/changelog-maintenance/SKILL.md	34	7a	references/release-note-quality-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/changelog-maintenance/references/release-note-quality-checklist.md	ok
.agent-skills/changelog-maintenance/SKILL.md	35	7a	references/automation-and-source-of-truth.md	/Users/supercent/orca/jeo-skills/.agent-skills/changelog-maintenance/references/automation-and-source-of-truth.md	ok
.agent-skills/changelog-maintenance/SKILL.md	105	7a	references/output-packets-and-channel-handoffs.md	/Users/supercent/orca/jeo-skills/.agent-skills/changelog-maintenance/references/output-packets-and-channel-handoffs.md	ok
.agent-skills/changelog-maintenance/SKILL.md	144	7a	references/release-note-quality-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/changelog-maintenance/references/release-note-quality-checklist.md	ok
.agent-skills/clawteam/SKILL.md	38	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/intake-packets-and-route-outs.md	ok
.agent-skills/clawteam/SKILL.md	39	7a	references/operator-modes-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/operator-modes-and-route-outs.md	ok
.agent-skills/clawteam/SKILL.md	40	7a	references/architecture.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/architecture.md	ok
.agent-skills/clawteam/SKILL.md	41	7a	references/agent-types.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/agent-types.md	ok
.agent-skills/clawteam/SKILL.md	42	7a	references/use-cases.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/use-cases.md	ok
.agent-skills/clawteam/SKILL.md	62	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/intake-packets-and-route-outs.md	ok
.agent-skills/clawteam/SKILL.md	118	7a	references/use-cases.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/use-cases.md	ok
.agent-skills/clawteam/SKILL.md	260	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/intake-packets-and-route-outs.md	ok
.agent-skills/clawteam/SKILL.md	261	7a	references/operator-modes-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/operator-modes-and-route-outs.md	ok
.agent-skills/clawteam/SKILL.md	262	7a	references/architecture.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/architecture.md	ok
.agent-skills/clawteam/SKILL.md	263	7a	references/agent-types.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/agent-types.md	ok
.agent-skills/clawteam/SKILL.md	264	7a	references/use-cases.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/use-cases.md	ok
.agent-skills/clawteam/references/operator-modes-and-route-outs.md	3	7a	intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/clawteam/references/intake-packets-and-route-outs.md	ok
.agent-skills/cli-anything/SKILL.md	137	7a	references/commands.md	/Users/supercent/orca/jeo-skills/.agent-skills/cli-anything/references/commands.md	ok
.agent-skills/cli-anything/SKILL.md	186	7a	scripts/install.sh	/Users/supercent/orca/jeo-skills/.agent-skills/cli-anything/scripts/install.sh	ok
.agent-skills/cli-anything/SKILL.md	237	7a	scripts/install.sh	/Users/supercent/orca/jeo-skills/.agent-skills/cli-anything/scripts/install.sh	ok
.agent-skills/cli-anything/SKILL.md	238	7a	references/commands.md	/Users/supercent/orca/jeo-skills/.agent-skills/cli-anything/references/commands.md	ok
.agent-skills/cli-anything/SKILL.md	239	7b	../harness/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/harness/SKILL.md	ok
.agent-skills/cli-anything/SKILL.md	239	7b	../ccpi-marketplace/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/ccpi-marketplace/SKILL.md	ok
.agent-skills/cli-anything/SKILL.md	240	7b	../browser-harness/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/browser-harness/SKILL.md	ok
.agent-skills/cli-anything/SKILL.md	240	7b	../scrapling/SKILL.md	/Users/supercent/orca/jeo-skills/.agent-skills/scrapling/SKILL.md	ok
.agent-skills/code-refactoring/SKILL.md	37	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/intake-packets-and-route-outs.md	ok
.agent-skills/code-refactoring/SKILL.md	38	7a	references/refactor-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/refactor-modes.md	ok
.agent-skills/code-refactoring/SKILL.md	39	7a	references/handoff-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/handoff-boundaries.md	ok
.agent-skills/code-refactoring/SKILL.md	40	7a	references/safe-refactor-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/safe-refactor-checklist.md	ok
.agent-skills/code-refactoring/SKILL.md	59	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/intake-packets-and-route-outs.md	ok
.agent-skills/code-refactoring/SKILL.md	80	7a	references/refactor-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/refactor-modes.md	ok
.agent-skills/code-refactoring/SKILL.md	141	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/intake-packets-and-route-outs.md	ok
.agent-skills/code-refactoring/SKILL.md	252	7a	references/intake-packets-and-route-outs.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/intake-packets-and-route-outs.md	ok
.agent-skills/code-refactoring/SKILL.md	253	7a	references/refactor-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/refactor-modes.md	ok
.agent-skills/code-refactoring/SKILL.md	254	7a	references/handoff-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/handoff-boundaries.md	ok
.agent-skills/code-refactoring/SKILL.md	255	7a	references/safe-refactor-checklist.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-refactoring/references/safe-refactor-checklist.md	ok
.agent-skills/code-review/SKILL.md	32	7a	references/intake-packets-and-escalations.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-review/references/intake-packets-and-escalations.md	ok
.agent-skills/code-review/SKILL.md	33	7a	references/review-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-review/references/review-modes.md	ok
.agent-skills/code-review/SKILL.md	34	7a	references/handoff-boundaries.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-review/references/handoff-boundaries.md	ok
.agent-skills/code-review/SKILL.md	74	7a	references/review-modes.md	/Users/supercent/orca/jeo-skills/.agent-skills/code-review/references/review-modes.md	ok
